,Number,Name_of_Covered_Entity,Industry_Type,State,Business_Associate_Involved,Individuals_Affected,Date_of_Breach,Type_of_Breach,Location_of_Breached_Information,Date_Posted_or_Updated,Summary,breach_start,breach_end,year
88,87,"City of Charlotte, NC (Health Plan)",Healthcare,NC,,5220,02/03/2010,Loss,Other,23/01/2014,,03/02/2010,NA,2010
89,88,VA North Texas Health Care System,Healthcare,TX,,4083,05/04/2010,Improper Disposal,Paper,23/01/2014,,04/05/2010,NA,2010
90,89,Rainbow Hospice and Palliative Care,Healthcare,IL,,1000,04/12/2010,Theft,Laptop,23/01/2014,"An employee's laptop was stolen out of her bag while she was making an admission visit in a patient's home.  The evidence showed that although the covered entity had a policy of encrypting and password-protecting its computers, this particular computer did not require a password most of the time.  The invoices contained the protected health information (PHI) of approximately 1,000 individuals.  The PHI stored on the laptop included names, addresses, dates of birth, phone numbers, Social Security numbers, Medicare numbers, electronic health records and commercial insurance information.  Following the breach, the covered entity notified its clients of the incident, placed notice on its website and in The Daily Herald, sanctioned the employee for changing the security settings on the laptop in question, and established stringent computer security guidelines, and retrained its staff in the new requirements, with the intention of preventing a similar event from occurring again.

",12/04/2010,NA,2010
91,90,Cincinnati Childrens Hospital Medical Center ,Healthcare,OH,,60998,27/03/2010,Theft,Laptop,23/01/2014,,27/03/2010,NA,2010
92,91,Occupational Health Partners,Healthcare,KS,,1105,05/12/2010,Theft,Laptop,23/01/2014,,12/05/2010,NA,2010
94,93,UnitedHealth Group health plan single affiliated covered entity,Healthcare,MN,,16291,26/01/2010,Other,Paper,23/01/2014,"Paper correspondence to certain members in UnitedHealth's prescription drug plans were in advertently sent to the incorrect temporary address due to a database administration error.  Approximately 16,291 individuals were affected by the breach. UnitedHealth member's name, plan number and in some instances, date of birth and/or limited medical information. United Health reported that it stopped using PDI's proprietary database for address updates and made outbound verifications calls to members to get accurate temporary addresses.   United Health reported that it revised its address update process.   

",26/01/2010,NA,2010
95,94,Lincoln Medical and Mental Health Center,Healthcare,NY,"Siemens Medical Solutions, USA, Inc",130495,24/03/2010,Theft,Other,19/06/2014,"The covered entity's business associate (BA), Siemens Medical Solutions USA, Inc., shipped seven unencrypted compact disks (CDs) that contained the electronic protected health information (ePHI) of 130,495 individuals to the covered entity (CE), Lincoln Medical and Mental Health Center.  The CD's, containing back-up data, were lost in transit.  The ePHI included names, addresses, social security numbers, medical record numbers, health plan information, dates of birth, dates of admission and discharge, diagnostic and procedural codes, and driver's license numbers.  The CE provided breach notification to affected individuals, HHS, and the media.  Upon discovery of the breach, the CE directed the BA to cease using the shipping service as a means of transporting the CDs.  As a result of OCR's investigation, the BA adopted a procedure to encrypt CDs.  The CE also implemented a procedure for a senior employee of the BA to physically deliver the encrypted CDs to the CE.  The breach incident involved a BA and occurred prior to the September 23, 2013, compliance date.  OCR verified that the CE had a proper BA agreement in place that restricted the BA's use and disclosure of PHI and required the BA to safeguard all PHI.",24/03/2010,NA,2010
96,95,"Nihal Saran, MD ",Healthcare,MI,,2300,05/02/2010,Theft,Laptop,23/01/2014,"A password protected laptop computer containing protected health information (PHI) was stolen from Dr. Saran's personal residence.  The laptop contained the PHI of approximately 2,300 individuals.  The PHI stored on the laptop included patients' names, addresses, dates of birth, Social Security numbers, insurance information, and diagnoses.  Following the breach, Dr. Saran notified the Northville Township Police Department of the theft, contacted the individuals reasonably believed to have been affected by the breach, sent a notice of the breach to the Detroit Free Press and the Monroe News, and installed encryption software for its billing software.

",02/05/2010,NA,2010
98,97,St. Jude Children's Research Hospital,Healthcare,TN,,1745,19/04/2010,Loss,Laptop,23/01/2014,,19/04/2010,NA,2010
99,98,TennCare,Government,TN,DentaQuest,10515,20/03/2010,Theft,Laptop,20/06/2014,"A car containing an unencrypted laptop computer was stolen from West Monroe Partners, a contractor for the covered entity's (CE) business associate (BA), DentaQuest.  The laptop stored a database containing the electronic protected health information (ePHI) of approximately 76,000 individuals, including data on 10,515 of the CE's members.  The types of PHI involved in the breach included names, social security numbers, dates, and certain provider identification numbers.  The CE and BA worked together to provide breach notification to affected individuals and the media, and offered free credit monitoring and enhanced credit services to affected individuals for one year. The CE reported the breach to HHS and provided substitute notification on its website.  The BA implemented procedures to ensure that any third party laptops connecting to its network employ disk encryption.  Further, the BA established a policy to prohibit contractors from storing PHI on laptops.  The breach incident involved a BA and occurred prior to the September 23, 2013, compliance date.  OCR verified that the CE had a proper BA agreement in place that restricted the BA's use and disclosure of PHI and required the BA to safeguard all PHI.



",20/03/2010,NA,2010
100,99,The Children's Medical Center of Dayton,Healthcare,OH,,1001,22/04/2010,Other,E-mail,23/01/2014,,22/04/2010,NA,2010
101,100,Comprehensive Care Management Corporation,Healthcare,NY,,1020,30/04/2010,Theft,E-mail,19/06/2014,"OCR opened an investigation of the covered entity (CE), Comprehensive Care Management Corporation, after it reported two former employees sent emails that contained the electronic protected health information (ePHI) of 1,020 individuals to their personal email accounts to open a competitor organization.  The ePHI included names, addresses, and enrollment information.  Upon discovery of the breach, the CE conducted an internal inquiry and found that the former employees disclosed the ePHI to its competitor.  As a result of OCR's investigation, the CE replaced and strengthened external firewalls, restricted access to email websites, restricted the use of portable devices, limited the ability to upload data to external websites, and evaluated new monitor and control software for network information.  In addition, the CE provided training to all staff on its HIPAA policies and procedures.  The CE also entered into an agreement with its competitor who hired the former employees to return or destroy the ePHI.",30/04/2010,NA,2010
102,101,alma aguado md pa,Healthcare,TX,,600,29/05/2010,Theft,Network Server,23/04/2014,"OCR investigated the covered entity (CE) following a report that its main server and desktop computers containing the electronic protected health information (ePHI) of 600 individuals were taken from the CE's office.  The ePHI involved in the breach included patient names, addresses, dates of birth, and social security numbers.  As a result of OCR's investigation, the CE changed its privacy and security policies, retrained its employees and provided additional physical security to better safeguard patient ePHI.",29/05/2010,NA,2010
103,102,University Hospital,Healthcare,GA,"Augusta Data Storage, Inc",14000,05/07/2010,Loss,Other,23/01/2014,,07/05/2010,NA,2010
104,103,University Health System,Healthcare,NV,,7526,06/11/2010,Theft,Network Server,23/01/2014,,11/06/2010,NA,2010
105,104,"Sinai Hospital of Baltimore, Inc.",Healthcare,MD,"Aramark Healthcare Support Services, LLC",937,05/03/2010,Other,E-mail,23/01/2014,"A business associate employee sent an email to multiple patients without concealing patient email addresses.  The message concerned a dietary program in which the names and email addresses were visible to all recipients.  The breach affected 937 individuals.  In response to this incident, the covered entity took steps to enforce the requirements of its business associate agreement with Aramark.  The business associate counseled the employee responsible for the breach and retrained all employees who may communicate with patients via email on the requirements of the Privacy and Security Rules as well as related policies and procedures.

",03/05/2010,NA,2010
106,105,"Mary M. Desch,MD/PathHealer, LTD",Healthcare,AZ,,5893,15/05/2010,Theft,Laptop,23/01/2014,,15/05/2010,NA,2010
107,106,Children's Hospital & Research Center at Oakland,Healthcare,CA,,1000,25/05/2010,Other,Paper,23/01/2014,,25/05/2010,NA,2010
108,107,Centerstone,Healthcare,TN,,1537,05/01/2010,Other,Desktop Computer,23/01/2014,,01/05/2010,NA,2010
109,108,California Department of Healthcare Services,Healthcare,CA,Care 1st Health Plan,29000,29/04/2010,Loss,Other,23/01/2014,,29/04/2010,NA,2010
110,109,Long Island Consultation Center,Mental Health,NY,,800,21/05/2010,Theft,Other Portable Electronic Device,19/06/2014,"The covered entity (CE), Long Island Consultation Center, misplaced an unencrypted portable device that contained the electronic protected health information (ePHI) of 800 individuals.  The ePHI included names, dates of birth, diagnoses, and other treatment information.  Upon discovery of the breach, the CE conducted a search for the portable device.  The CE provided breach notification to HHS, the media, and affected individuals.  As a result of OCR's investigation, the CE improved physical security.   The CE also developed and implemented a policy and procedure prohibiting use of portable media for storing ePHI and trained staff on its new policy. ",21/05/2010,NA,2010
111,110,NYU Hospitals Center,Healthcare,NY,,2563,05/08/2010,Theft,Other Portable Electronic Device,28/05/2014,"The covered entity (CE) misplaced an unencrypted USB drive that contained the electronic protected health information (ePHI) of 2,563 individuals.  The ePHI included names, medical record numbers, ages, genders, procedures, attending physicians' names, anesthesiologists' names, types of anesthesia, times of arrival in the recovery room, and times of discharge.  Upon discovery of the breach, the CE reported the incident to internal security as a possible theft and conducted a thorough search of the perimeter.  The CE provided breach notification to HHS, the media, and affected individuals.  As a result of OCR's investigation, the CE stopped using USB drives and local desktop computers for data storage.  In addition, the CE updated physical security in the recovery room and installed data prevention software to monitor, block or encrypt mobile media used in the CE.  Further, the CE purchased encrypted USB drives for workforce members with an identified need to download and store ePHI.  The CE also revised its mobile device and portable storage media policy and retrained all workforce members on its policies.",08/05/2010,NA,2010
112,111,University of Florida,Education,FL,,2047,24/05/2010,Other,Paper,23/01/2014,,24/05/2010,NA,2010
113,112,SunBridge Healthcare Corporation,Healthcare,NM,,3830,05/11/2010,Theft,Laptop,23/01/2014,,11/05/2010,NA,2010
114,113,Department of Health Care Policy & Financing,Healthcare,CO,Governor's Office of Information Technology,105470,17/05/2010,Theft,Desktop Computer,23/01/2014,,17/05/2010,NA,2010
115,114,Prince William County Community Services (CS),Community Services,VA,,669,18/06/2010,Theft,Other Portable Electronic Device,23/01/2014,,18/06/2010,NA,2010
116,115,"E. Brooks Wilkins Family Medicine, PA",Healthcare,NC,,13000,02/01/2010,Theft,Desktop Computer,23/01/2014,"The breach report indicated that former employees took protected health information (PHI) pertaining to 13,000 patients and disclosed it to a competing medical practice.  The PHI included the names and contact information for the patients.  Following the breach, the entity terminated the employees who impermissibly used and disclosed the PHI. OCR also confirmed that the entity complied with the provisions of the Breach Notification Rule and notified the affected individuals.  Additionally, the entity retrained its staff regarding the policies and procedures for safeguarding of PHI.

",01/02/2010,NA,2010
117,116,John Deere Health Benefit Plan for Wage Employees,Healthcare,IL,UnitedHealthcare Insurance Company ,1097,24/06/2010,Other,Paper,23/01/2014,,24/06/2010,NA,2010
